"REF_DATE","GEO","DGUID","Gender","Indicators","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023-07","British Columbia","2016A000259","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747569","13.1.1.3","45.8","","","","1"
"2023-07","British Columbia","2016A000259","Total, all persons","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747570","13.1.1.4","1910","","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747571","13.1.1.5","1741","","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747572","13.1.1.6","2079","","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747573","13.1.2.1","38.6","","","","1"
"2023-07","British Columbia","2016A000259","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747574","13.1.2.2","34.9","","","","1"
"2023-07","British Columbia","2016A000259","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747575","13.1.2.3","42.4","","","","1"
"2023-07","British Columbia","2016A000259","Total, all persons","Good perceived health","Number of persons","Number","223","thousands","3","v1427747576","13.1.2.4","1753","","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747577","13.1.2.5","1584","","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747578","13.1.2.6","1923","","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747579","13.1.3.1","19.4","","","","1"
"2023-07","British Columbia","2016A000259","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747580","13.1.3.2","16.6","","","","1"
"2023-07","British Columbia","2016A000259","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747581","13.1.3.3","22.5","","","","1"
"2023-07","British Columbia","2016A000259","Total, all persons","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747582","13.1.3.4","879","","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747583","13.1.3.5","745","","","","0"
"2023-07","British Columbia","2016A000259","Total, all persons","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747584","13.1.3.6","1014","","","","0"
"2023-07","British Columbia","2016A000259","Men","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747585","13.2.1.1","39.9","","","","1"
"2023-07","British Columbia","2016A000259","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747586","13.2.1.2","34.7","","","","1"
"2023-07","British Columbia","2016A000259","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747587","13.2.1.3","45.4","","","","1"
"2023-07","British Columbia","2016A000259","Men","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747588","13.2.1.4","897","","","","0"
"2023-07","British Columbia","2016A000259","Men","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747589","13.2.1.5","778","","","","0"
"2023-07","British Columbia","2016A000259","Men","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747590","13.2.1.6","1016","","","","0"
"2023-07","British Columbia","2016A000259","Men","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747591","13.2.2.1","41.2","","","","1"
"2023-07","British Columbia","2016A000259","Men","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747592","13.2.2.2","35.9","","","","1"
"2023-07","British Columbia","2016A000259","Men","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747593","13.2.2.3","46.7","","","","1"
"2023-07","British Columbia","2016A000259","Men","Good perceived health","Number of persons","Number","223","thousands","3","v1427747594","13.2.2.4","926","","","","0"
"2023-07","British Columbia","2016A000259","Men","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747595","13.2.2.5","805","","","","0"
"2023-07","British Columbia","2016A000259","Men","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747596","13.2.2.6","1047","","","","0"
"2023-07","British Columbia","2016A000259","Men","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747597","13.2.3.1","18.9","","","","1"
"2023-07","British Columbia","2016A000259","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747598","13.2.3.2","15.1","","","","1"
"2023-07","British Columbia","2016A000259","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747599","13.2.3.3","23.3","","","","1"
"2023-07","British Columbia","2016A000259","Men","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747600","13.2.3.4","424","E","","","0"
"2023-07","British Columbia","2016A000259","Men","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747601","13.2.3.5","327","E","","","0"
"2023-07","British Columbia","2016A000259","Men","Fair or poor perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747602","13.2.3.6","521","E","","","0"
"2023-07","British Columbia","2016A000259","Women","Excellent or very good perceived health","Percentage of persons","Percent","239","units","0","v1427747603","13.3.1.1","44.1","","","","1"
"2023-07","British Columbia","2016A000259","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747604","13.3.1.2","39.2","","","","1"
"2023-07","British Columbia","2016A000259","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747605","13.3.1.3","49.2","","","","1"
"2023-07","British Columbia","2016A000259","Women","Excellent or very good perceived health","Number of persons","Number","223","thousands","3","v1427747606","13.3.1.4","1013","","","","0"
"2023-07","British Columbia","2016A000259","Women","Excellent or very good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747607","13.3.1.5","896","","","","0"
"2023-07","British Columbia","2016A000259","Women","Excellent or very good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747608","13.3.1.6","1130","","","","0"
"2023-07","British Columbia","2016A000259","Women","Good perceived health","Percentage of persons","Percent","239","units","0","v1427747609","13.3.2.1","36.0","","","","1"
"2023-07","British Columbia","2016A000259","Women","Good perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747610","13.3.2.2","31.3","","","","1"
"2023-07","British Columbia","2016A000259","Women","Good perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747611","13.3.2.3","41.1","","","","1"
"2023-07","British Columbia","2016A000259","Women","Good perceived health","Number of persons","Number","223","thousands","3","v1427747612","13.3.2.4","827","","","","0"
"2023-07","British Columbia","2016A000259","Women","Good perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747613","13.3.2.5","713","","","","0"
"2023-07","British Columbia","2016A000259","Women","Good perceived health","Upper bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747614","13.3.2.6","942","","","","0"
"2023-07","British Columbia","2016A000259","Women","Fair or poor perceived health","Percentage of persons","Percent","239","units","0","v1427747615","13.3.3.1","19.8","","","","1"
"2023-07","British Columbia","2016A000259","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747616","13.3.3.2","15.9","","","","1"
"2023-07","British Columbia","2016A000259","Women","Fair or poor perceived health","Upper bound of the 95% confidence interval, percentage of persons","Percent","239","units","0","v1427747617","13.3.3.3","24.5","","","","1"
"2023-07","British Columbia","2016A000259","Women","Fair or poor perceived health","Number of persons","Number","223","thousands","3","v1427747618","13.3.3.4","455","E","","","0"
"2023-07","British Columbia","2016A000259","Women","Fair or poor perceived health","Lower bound of the 95% confidence interval, number of persons","Number","223","thousands","3","v1427747619","13.3.3.5","356","E","","","0"
