ref_date_raw,start_year,geo,sex,indicator,value,ci_low,ci_high,uom,metric_type,quality_flag
2023-04,2023,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,64000.0,54000.0,74000.0,number,number,
2023-04,2023,Prince Edward Island,"Total, all persons",Fair or poor perceived health,26000.0,18000.0,34000.0,number,number,E
2023-04,2023,Prince Edward Island,"Total, all persons",Good perceived health,54000.0,45000.0,63000.0,number,number,
2023-04,2023,Prince Edward Island,Women,Excellent or very good perceived health,26000.0,20000.0,33000.0,number,number,E
2023-04,2023,Prince Edward Island,Women,Good perceived health,34000.0,27000.0,42000.0,number,number,E
2023-04,2023,Quebec,Men,Excellent or very good perceived health,1967000.0,1824000.0,2109000.0,number,number,
2023-04,2023,Quebec,Men,Fair or poor perceived health,461000.0,367000.0,554000.0,number,number,E
2023-04,2023,Quebec,Men,Good perceived health,1227000.0,1092000.0,1362000.0,number,number,
2023-04,2023,Quebec,"Total, all persons",Excellent or very good perceived health,3994000.0,3795000.0,4194000.0,number,number,
2023-04,2023,Quebec,"Total, all persons",Fair or poor perceived health,846000.0,725000.0,967000.0,number,number,
2023-04,2023,Quebec,"Total, all persons",Good perceived health,2408000.0,2216000.0,2599000.0,number,number,
2023-04,2023,Quebec,Women,Excellent or very good perceived health,2028000.0,1889000.0,2166000.0,number,number,
2023-04,2023,Quebec,Women,Fair or poor perceived health,385000.0,308000.0,462000.0,number,number,E
2023-04,2023,Quebec,Women,Good perceived health,1181000.0,1045000.0,1317000.0,number,number,
2023-04,2023,Saskatchewan,Men,Excellent or very good perceived health,213000.0,176000.0,250000.0,number,number,E
2023-04,2023,Saskatchewan,Men,Good perceived health,151000.0,117000.0,186000.0,number,number,E
2023-04,2023,Saskatchewan,"Total, all persons",Excellent or very good perceived health,446000.0,398000.0,494000.0,number,number,
2023-04,2023,Saskatchewan,"Total, all persons",Fair or poor perceived health,147000.0,113000.0,181000.0,number,number,E
2023-04,2023,Saskatchewan,"Total, all persons",Good perceived health,318000.0,272000.0,364000.0,number,number,
2023-04,2023,Saskatchewan,Women,Excellent or very good perceived health,233000.0,202000.0,264000.0,number,number,
2023-04,2023,Saskatchewan,Women,Good perceived health,167000.0,137000.0,197000.0,number,number,
2023-07,2023,Alberta,Men,Excellent or very good perceived health,954000.0,837000.0,1071000.0,number,number,
2023-07,2023,Alberta,Men,Fair or poor perceived health,280000.0,213000.0,347000.0,number,number,E
2023-07,2023,Alberta,Men,Good perceived health,637000.0,524000.0,751000.0,number,number,
2023-07,2023,Alberta,"Total, all persons",Excellent or very good perceived health,1924000.0,1771000.0,2078000.0,number,number,
2023-07,2023,Alberta,"Total, all persons",Fair or poor perceived health,597000.0,496000.0,699000.0,number,number,
2023-07,2023,Alberta,"Total, all persons",Good perceived health,1267000.0,1121000.0,1412000.0,number,number,
2023-07,2023,Alberta,Women,Excellent or very good perceived health,970000.0,864000.0,1076000.0,number,number,
2023-07,2023,Alberta,Women,Fair or poor perceived health,317000.0,243000.0,391000.0,number,number,E
2023-07,2023,Alberta,Women,Good perceived health,629000.0,533000.0,725000.0,number,number,
2023-07,2023,Atlantic Region,Men,Excellent or very good perceived health,517000.0,464000.0,571000.0,number,number,
2023-07,2023,Atlantic Region,Men,Fair or poor perceived health,213000.0,171000.0,255000.0,number,number,
2023-07,2023,Atlantic Region,Men,Good perceived health,346000.0,292000.0,399000.0,number,number,
2023-07,2023,Atlantic Region,"Total, all persons",Excellent or very good perceived health,1008000.0,938000.0,1078000.0,number,number,
2023-07,2023,Atlantic Region,"Total, all persons",Fair or poor perceived health,421000.0,366000.0,477000.0,number,number,
2023-07,2023,Atlantic Region,"Total, all persons",Good perceived health,740000.0,673000.0,806000.0,number,number,
2023-07,2023,Atlantic Region,Women,Excellent or very good perceived health,490000.0,444000.0,537000.0,number,number,
2023-07,2023,Atlantic Region,Women,Fair or poor perceived health,208000.0,172000.0,245000.0,number,number,
2023-07,2023,Atlantic Region,Women,Good perceived health,394000.0,353000.0,435000.0,number,number,
2023-07,2023,British Columbia,Men,Excellent or very good perceived health,897000.0,778000.0,1016000.0,number,number,
2023-07,2023,British Columbia,Men,Fair or poor perceived health,424000.0,327000.0,521000.0,number,number,E
2023-07,2023,British Columbia,Men,Good perceived health,926000.0,805000.0,1047000.0,number,number,
2023-07,2023,British Columbia,"Total, all persons",Excellent or very good perceived health,1910000.0,1741000.0,2079000.0,number,number,
2023-07,2023,British Columbia,"Total, all persons",Fair or poor perceived health,879000.0,745000.0,1014000.0,number,number,
2023-07,2023,British Columbia,"Total, all persons",Good perceived health,1753000.0,1584000.0,1923000.0,number,number,
2023-07,2023,British Columbia,Women,Excellent or very good perceived health,1013000.0,896000.0,1130000.0,number,number,
2023-07,2023,British Columbia,Women,Fair or poor perceived health,455000.0,356000.0,554000.0,number,number,E
2023-07,2023,British Columbia,Women,Good perceived health,827000.0,713000.0,942000.0,number,number,
2023-07,2023,Canada (excluding territories),Men,Excellent or very good perceived health,7842000.0,7531000.0,8152000.0,number,number,
2023-07,2023,Canada (excluding territories),Men,Fair or poor perceived health,2627000.0,2403000.0,2851000.0,number,number,
2023-07,2023,Canada (excluding territories),Men,Good perceived health,5746000.0,5446000.0,6046000.0,number,number,
2023-07,2023,Canada (excluding territories),"Total, all persons",Excellent or very good perceived health,15373000.0,14945000.0,15801000.0,number,number,
2023-07,2023,Canada (excluding territories),"Total, all persons",Fair or poor perceived health,5481000.0,5159000.0,5802000.0,number,number,
2023-07,2023,Canada (excluding territories),"Total, all persons",Good perceived health,11823000.0,11399000.0,12247000.0,number,number,
2023-07,2023,Canada (excluding territories),Women,Excellent or very good perceived health,7531000.0,7233000.0,7829000.0,number,number,
2023-07,2023,Canada (excluding territories),Women,Fair or poor perceived health,2854000.0,2621000.0,3086000.0,number,number,
2023-07,2023,Canada (excluding territories),Women,Good perceived health,6077000.0,5780000.0,6374000.0,number,number,
2023-07,2023,Manitoba,Men,Excellent or very good perceived health,236000.0,190000.0,281000.0,number,number,E
2023-07,2023,Manitoba,Men,Good perceived health,226000.0,182000.0,271000.0,number,number,E
2023-07,2023,Manitoba,"Total, all persons",Excellent or very good perceived health,461000.0,402000.0,519000.0,number,number,
2023-07,2023,Manitoba,"Total, all persons",Fair or poor perceived health,197000.0,151000.0,244000.0,number,number,E
2023-07,2023,Manitoba,"Total, all persons",Good perceived health,438000.0,380000.0,495000.0,number,number,
2023-07,2023,Manitoba,Women,Excellent or very good perceived health,225000.0,186000.0,264000.0,number,number,
2023-07,2023,Manitoba,Women,Good perceived health,212000.0,174000.0,249000.0,number,number,E
2023-07,2023,New Brunswick,Men,Excellent or very good perceived health,164000.0,135000.0,193000.0,number,number,E
2023-07,2023,New Brunswick,Men,Good perceived health,118000.0,85000.0,151000.0,number,number,E
2023-07,2023,New Brunswick,"Total, all persons",Excellent or very good perceived health,313000.0,272000.0,354000.0,number,number,
2023-07,2023,New Brunswick,"Total, all persons",Fair or poor perceived health,132000.0,104000.0,161000.0,number,number,E
2023-07,2023,New Brunswick,"Total, all persons",Good perceived health,246000.0,207000.0,285000.0,number,number,
2023-07,2023,New Brunswick,Women,Excellent or very good perceived health,149000.0,121000.0,177000.0,number,number,E
2023-07,2023,New Brunswick,Women,Good perceived health,128000.0,104000.0,152000.0,number,number,E
2023-07,2023,Newfoundland and Labrador,Men,Excellent or very good perceived health,120000.0,101000.0,139000.0,number,number,E
2023-07,2023,Newfoundland and Labrador,Men,Good perceived health,60000.0,43000.0,78000.0,number,number,E
2023-07,2023,Newfoundland and Labrador,"Total, all persons",Excellent or very good perceived health,237000.0,212000.0,263000.0,number,number,
2023-07,2023,Newfoundland and Labrador,"Total, all persons",Fair or poor perceived health,87000.0,66000.0,108000.0,number,number,E
2023-07,2023,Newfoundland and Labrador,"Total, all persons",Good perceived health,133000.0,108000.0,157000.0,number,number,
2023-07,2023,Newfoundland and Labrador,Women,Excellent or very good perceived health,117000.0,100000.0,134000.0,number,number,
2023-07,2023,Newfoundland and Labrador,Women,Good perceived health,72000.0,56000.0,89000.0,number,number,E
2023-07,2023,Nova Scotia,Men,Excellent or very good perceived health,198000.0,160000.0,237000.0,number,number,E
2023-07,2023,Nova Scotia,Men,Good perceived health,142000.0,105000.0,179000.0,number,number,E
2023-07,2023,Nova Scotia,"Total, all persons",Excellent or very good perceived health,389000.0,339000.0,439000.0,number,number,
2023-07,2023,Nova Scotia,"Total, all persons",Fair or poor perceived health,178000.0,136000.0,220000.0,number,number,E
2023-07,2023,Nova Scotia,"Total, all persons",Good perceived health,309000.0,261000.0,356000.0,number,number,
2023-07,2023,Nova Scotia,Women,Excellent or very good perceived health,190000.0,159000.0,222000.0,number,number,
2023-07,2023,Nova Scotia,Women,Good perceived health,167000.0,138000.0,195000.0,number,number,E
2023-07,2023,Ontario,Men,Excellent or very good perceived health,3135000.0,2922000.0,3348000.0,number,number,
2023-07,2023,Ontario,Men,Fair or poor perceived health,1045000.0,892000.0,1198000.0,number,number,
2023-07,2023,Ontario,Men,Good perceived health,2189000.0,1993000.0,2386000.0,number,number,
2023-07,2023,Ontario,"Total, all persons",Excellent or very good perceived health,6007000.0,5703000.0,6312000.0,number,number,
2023-07,2023,Ontario,"Total, all persons",Fair or poor perceived health,2222000.0,2001000.0,2442000.0,number,number,
2023-07,2023,Ontario,"Total, all persons",Good perceived health,4653000.0,4365000.0,4941000.0,number,number,
2023-07,2023,Ontario,Women,Excellent or very good perceived health,2872000.0,2665000.0,3079000.0,number,number,
2023-07,2023,Ontario,Women,Fair or poor perceived health,1177000.0,1019000.0,1334000.0,number,number,
2023-07,2023,Ontario,Women,Good perceived health,2464000.0,2258000.0,2669000.0,number,number,
2023-07,2023,Prairies Region,Men,Excellent or very good perceived health,1411000.0,1278000.0,1544000.0,number,number,
2023-07,2023,Prairies Region,Men,Fair or poor perceived health,443000.0,368000.0,518000.0,number,number,
2023-07,2023,Prairies Region,Men,Good perceived health,1040000.0,912000.0,1168000.0,number,number,
2023-07,2023,Prairies Region,"Total, all persons",Excellent or very good perceived health,2783000.0,2614000.0,2952000.0,number,number,
2023-07,2023,Prairies Region,"Total, all persons",Fair or poor perceived health,970000.0,857000.0,1082000.0,number,number,
2023-07,2023,Prairies Region,"Total, all persons",Good perceived health,2059000.0,1896000.0,2223000.0,number,number,
2023-07,2023,Prairies Region,Women,Excellent or very good perceived health,1372000.0,1257000.0,1488000.0,number,number,
2023-07,2023,Prairies Region,Women,Fair or poor perceived health,527000.0,442000.0,611000.0,number,number,
2023-07,2023,Prairies Region,Women,Good perceived health,1019000.0,910000.0,1127000.0,number,number,
2023-07,2023,Prince Edward Island,Men,Excellent or very good perceived health,35000.0,28000.0,43000.0,number,number,E
2023-07,2023,Prince Edward Island,Men,Good perceived health,26000.0,19000.0,32000.0,number,number,E
2023-07,2023,Prince Edward Island,"Total, all persons",Excellent or very good perceived health,69000.0,60000.0,79000.0,number,number,
2023-07,2023,Prince Edward Island,"Total, all persons",Fair or poor perceived health,24000.0,18000.0,30000.0,number,number,E
2023-07,2023,Prince Edward Island,"Total, all persons",Good perceived health,52000.0,43000.0,61000.0,number,number,
2023-07,2023,Prince Edward Island,Women,Excellent or very good perceived health,34000.0,27000.0,41000.0,number,number,
2023-07,2023,Prince Edward Island,Women,Good perceived health,27000.0,20000.0,33000.0,number,number,E
2023-07,2023,Quebec,Men,Excellent or very good perceived health,1881000.0,1738000.0,2023000.0,number,number,
2023-07,2023,Quebec,Men,Fair or poor perceived health,502000.0,404000.0,600000.0,number,number,E
2023-07,2023,Quebec,Men,Good perceived health,1245000.0,1107000.0,1383000.0,number,number,
2023-07,2023,Quebec,"Total, all persons",Excellent or very good perceived health,3665000.0,3464000.0,3865000.0,number,number,
2023-07,2023,Quebec,"Total, all persons",Fair or poor perceived health,988000.0,848000.0,1129000.0,number,number,
2023-07,2023,Quebec,"Total, all persons",Good perceived health,2618000.0,2424000.0,2812000.0,number,number,
2023-07,2023,Quebec,Women,Excellent or very good perceived health,1784000.0,1649000.0,1919000.0,number,number,
2023-07,2023,Quebec,Women,Fair or poor perceived health,487000.0,380000.0,593000.0,number,number,E
2023-07,2023,Quebec,Women,Good perceived health,1373000.0,1241000.0,1505000.0,number,number,
2023-07,2023,Saskatchewan,Men,Excellent or very good perceived health,221000.0,186000.0,257000.0,number,number,E
2023-07,2023,Saskatchewan,Men,Good perceived health,176000.0,141000.0,212000.0,number,number,E
2023-07,2023,Saskatchewan,"Total, all persons",Excellent or very good perceived health,398000.0,351000.0,444000.0,number,number,
2023-07,2023,Saskatchewan,"Total, all persons",Fair or poor perceived health,175000.0,138000.0,212000.0,number,number,E
2023-07,2023,Saskatchewan,"Total, all persons",Good perceived health,355000.0,307000.0,403000.0,number,number,
2023-07,2023,Saskatchewan,Women,Excellent or very good perceived health,177000.0,146000.0,208000.0,number,number,
2023-07,2023,Saskatchewan,Women,Good perceived health,178000.0,147000.0,210000.0,number,number,E
